unix	unixinsert	unixdelete	bives	bivesinsert	bivesdelete	bivesmove	bivesupdate	bivestriggeredinsert	bivestriggereddelete	bivestriggeredmove	bivestriggeredupdate	bivesnode	bivesattribute	bivestext	modeltype	model	version1	version2
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230096.xml"	2012-02-08	2012-05-20
1428	721	707	77	69	4	4	0	24	2	0	0	23	49	5	SBML	"MODEL1006230096.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230096.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230096.xml"	2012-12-12	2013-06-18
14	7	7	13	3	2	6	2	1	1	0	0	8	3	2	SBML	"BIOMD0000000095.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000095.xml"	2007-09-25	2008-03-28
1489	715	774	339	162	175	0	2	81	81	0	0	162	175	2	SBML	"BIOMD0000000095.xml"	2008-03-28	2008-08-21
3835	1919	1916	17	8	1	7	1	3	0	0	0	9	4	4	SBML	"BIOMD0000000095.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000095.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000095.xml"	2009-06-16	2009-09-02
7	6	1	7	4	0	2	1	3	0	0	0	5	1	1	SBML	"BIOMD0000000095.xml"	2009-09-02	2010-01-26
11	9	2	11	6	2	0	3	3	0	0	0	3	2	6	SBML	"BIOMD0000000095.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000095.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000095.xml"	2011-09-01	2012-02-08
18	11	7	34	15	13	4	2	9	6	0	0	14	8	12	SBML	"BIOMD0000000095.xml"	2012-02-08	2012-05-20
3874	1939	1935	350	175	173	2	0	88	88	0	0	174	172	4	SBML	"BIOMD0000000095.xml"	2012-05-20	2012-08-11
430	215	215	145	132	0	12	1	0	0	0	0	12	132	1	SBML	"BIOMD0000000095.xml"	2012-08-11	2012-12-12
908	455	453	107	51	47	8	1	25	26	0	0	53	44	10	SBML	"BIOMD0000000415.xml"	2012-05-20	2012-08-11
170	81	89	67	43	19	4	1	0	17	0	0	11	48	8	SBML	"BIOMD0000000415.xml"	2012-08-11	2012-12-12
550	276	274	100	28	28	0	44	14	14	0	0	28	71	1	SBML	"BIOMD0000000415.xml"	2014-04-11	2014-09-16
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL9811206584.xml"	2009-06-16	2009-09-02
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL9811206584.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL9811206584.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL9811206584.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL9811206584.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL9811206584.xml"	2012-02-08	2012-05-20
1101	549	552	44	33	7	4	0	8	4	0	0	16	28	0	SBML	"MODEL9811206584.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL9811206584.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL9811206584.xml"	2012-12-12	2013-06-18
109	49	60	22	4	16	2	0	2	11	0	0	13	7	2	SBML	"MODEL1204280029.xml"	2012-12-12	2013-06-18
111	50	61	22	4	16	2	0	2	11	0	0	13	7	2	SBML	"MODEL1204280018.xml"	2012-12-12	2013-06-18
56	24	32	49	13	32	2	2	10	28	0	0	28	13	8	SBML	"BIOMD0000000279.xml"	2011-09-01	2012-02-08
13	10	3	26	14	7	4	1	11	3	0	0	10	5	11	SBML	"BIOMD0000000279.xml"	2012-02-08	2012-05-20
723	357	366	75	33	32	10	0	17	19	0	0	37	27	11	SBML	"BIOMD0000000279.xml"	2012-05-20	2012-08-11
21	9	12	14	2	6	5	1	1	4	0	0	9	3	2	SBML	"BIOMD0000000279.xml"	2012-08-11	2012-12-12
328	169	159	27	12	12	2	1	6	6	0	0	14	12	1	SBML	"BIOMD0000000279.xml"	2013-11-04	2014-04-11
9	7	2	7	4	0	2	1	3	0	0	0	5	1	1	SBML	"BIOMD0000000279.xml"	2014-09-16	2015-04-16
3238	2696	542	2804	2140	658	2	4	1633	329	0	0	1755	1046	3	SBML	"MODEL1107050000.xml"	2011-09-01	2012-02-08
8	5	3	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1107050000.xml"	2012-02-08	2012-05-20
4465	2235	2230	2828	1739	1084	4	1	545	543	0	0	1092	1734	2	SBML	"MODEL1107050000.xml"	2012-05-20	2012-08-11
19	17	2	14	12	0	0	2	9	0	0	0	9	5	0	SBML	"MODEL1107050000.xml"	2012-08-11	2012-12-12
817	393	424	34	2	30	2	0	1	22	0	0	23	9	2	SBML	"MODEL1107050000.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230117.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230117.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230117.xml"	2012-02-08	2012-05-20
2260	1137	1123	67	54	5	4	4	24	2	0	0	23	39	5	SBML	"MODEL1006230117.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230117.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230117.xml"	2012-12-12	2013-06-18
778	544	234	260	257	1	1	1	213	0	0	0	175	84	1	SBML	"BIOMD0000000463.xml"	2013-11-04	2014-04-11
12	11	1	12	8	0	3	1	6	0	0	0	9	2	1	SBML	"BIOMD0000000463.xml"	2014-04-11	2014-09-16
150	75	75	33	1	1	30	1	0	0	0	0	32	0	1	SBML	"BIOMD0000000463.xml"	2014-09-16	2015-04-16
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1201070000.xml"	2012-02-08	2012-05-20
628	316	312	79	76	2	0	1	12	1	0	0	12	65	2	SBML	"MODEL1201070000.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL1201070000.xml"	2012-08-11	2012-12-12
21	0	21	22	0	20	2	0	0	15	0	0	15	5	2	SBML	"MODEL1201070000.xml"	2012-12-12	2013-06-18
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL0911120000.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0911120000.xml"	2010-09-30	2011-04-15
1422	706	716	14	5	7	1	1	2	4	0	0	9	0	5	SBML	"MODEL0911120000.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0911120000.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL0911120000.xml"	2012-02-08	2012-05-20
1556	786	770	100	85	6	4	5	8	3	0	0	16	84	0	SBML	"MODEL0911120000.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL0911120000.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL0911120000.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000312.xml"	2011-09-01	2012-02-08
14	11	3	28	16	7	4	1	12	3	0	0	11	6	11	SBML	"BIOMD0000000312.xml"	2012-02-08	2012-05-20
624	315	309	87	39	38	10	0	20	22	0	0	43	33	11	SBML	"BIOMD0000000312.xml"	2012-05-20	2012-08-11
89	43	46	48	34	8	5	1	2	5	0	0	11	35	2	SBML	"BIOMD0000000312.xml"	2012-08-11	2012-12-12
362	178	184	77	21	23	2	31	11	12	0	0	27	49	1	SBML	"BIOMD0000000312.xml"	2013-11-04	2014-04-11
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230029.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230029.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230029.xml"	2012-02-08	2012-05-20
1348	681	667	83	74	4	4	1	24	2	0	0	23	55	5	SBML	"MODEL1006230029.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230029.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230029.xml"	2012-12-12	2013-06-18
315727	161717	154010	55232	55036	6	7	183	51	3	0	0	42	55177	13	SBML	"MODEL1105100000.xml"	2012-05-20	2012-08-11
48	48	0	67	58	0	9	0	51	0	0	0	41	13	13	SBML	"MODEL1105100000.xml"	2012-08-11	2012-12-12
24	19	5	25	19	0	5	1	18	0	0	0	14	1	10	SBML	"BIOMD0000000209.xml"	2009-06-16	2009-09-02
7	6	1	8	4	0	3	1	3	0	0	0	6	1	1	SBML	"BIOMD0000000209.xml"	2009-09-02	2010-01-26
10	8	2	12	7	1	0	4	5	0	0	0	4	3	5	SBML	"BIOMD0000000209.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000209.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000209.xml"	2011-09-01	2012-02-08
5	4	1	24	11	8	4	1	8	3	0	0	7	5	12	SBML	"BIOMD0000000209.xml"	2012-02-08	2012-05-20
2031	1015	1016	217	105	102	9	1	53	50	0	0	104	101	12	SBML	"BIOMD0000000209.xml"	2012-05-20	2012-08-11
181	89	92	70	57	5	5	3	0	3	0	0	7	58	5	SBML	"BIOMD0000000209.xml"	2012-08-11	2012-12-12
231	124	107	175	64	33	19	59	53	18	0	0	56	81	38	SBML	"BIOMD0000000209.xml"	2012-12-12	2013-06-18
4	2	2	5	2	2	0	1	1	1	0	0	2	2	1	SBML	"MODEL1012220004.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1012220004.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1012220004.xml"	2012-02-08	2012-05-20
7185	3597	3588	333	322	7	4	0	8	4	0	0	16	317	0	SBML	"MODEL1012220004.xml"	2012-05-20	2012-08-11
1189	602	587	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL1012220004.xml"	2012-08-11	2012-12-12
1205	587	618	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL1012220004.xml"	2012-12-12	2013-06-18
251	124	127	54	25	27	0	2	12	12	0	0	24	28	2	SBML	"BIOMD0000000155.xml"	2008-03-28	2008-08-21
523	264	259	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"BIOMD0000000155.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000155.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000155.xml"	2009-06-16	2009-09-02
7	6	1	8	4	0	3	1	3	0	0	0	6	1	1	SBML	"BIOMD0000000155.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000155.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000155.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000155.xml"	2011-09-01	2012-02-08
12	6	6	26	11	11	4	0	7	3	0	0	11	4	11	SBML	"BIOMD0000000155.xml"	2012-02-08	2012-05-20
548	277	271	91	47	44	0	0	32	26	0	0	41	36	14	SBML	"BIOMD0000000155.xml"	2012-05-20	2012-08-11
56	28	28	17	12	0	4	1	0	0	0	0	4	12	1	SBML	"BIOMD0000000155.xml"	2012-08-11	2012-12-12
287	158	129	66	48	14	3	1	37	8	0	0	39	22	5	SBML	"BIOMD0000000155.xml"	2013-11-04	2014-04-11
220	18	202	251	28	216	6	1	14	202	0	0	172	4	75	SBML	"BIOMD0000000291.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000291.xml"	2011-09-01	2012-02-08
13	10	3	26	14	7	4	1	11	3	0	0	10	5	11	SBML	"BIOMD0000000291.xml"	2012-02-08	2012-05-20
806	402	404	139	63	62	10	4	32	34	0	0	67	61	11	SBML	"BIOMD0000000291.xml"	2012-05-20	2012-08-11
33	15	18	14	2	6	5	1	1	4	0	0	9	3	2	SBML	"BIOMD0000000291.xml"	2012-08-11	2012-12-12
426	217	209	50	27	23	0	0	14	11	0	0	25	23	2	SBML	"BIOMD0000000291.xml"	2014-09-16	2015-04-16
80	41	39	14	5	7	0	2	2	2	0	0	4	8	2	SBML	"MODEL2504064544.xml"	2008-03-28	2008-08-21
2637	1320	1317	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"MODEL2504064544.xml"	2008-08-21	2008-12-03
6	1	5	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL2504064544.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL2504064544.xml"	2009-06-16	2009-09-02
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL2504064544.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL2504064544.xml"	2010-04-27	2010-09-30
111	50	61	22	4	16	2	0	2	11	0	0	13	7	2	SBML	"MODEL1204280023.xml"	2012-12-12	2013-06-18
7547	3776	3771	40	8	26	4	2	4	2	0	0	10	28	2	SBML	"MODEL9086953089.xml"	2008-03-28	2008-08-21
7525	3761	3764	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"MODEL9086953089.xml"	2008-08-21	2008-12-03
7	1	6	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL9086953089.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL9086953089.xml"	2009-06-16	2009-09-02
404	202	202	203	201	1	0	1	0	0	0	0	0	200	3	SBML	"MODEL9086953089.xml"	2009-09-02	2010-01-26
2	1	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL9086953089.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL9086953089.xml"	2010-09-30	2011-04-15
6	3	3	4	1	1	0	2	0	0	0	0	0	1	3	SBML	"MODEL9086953089.xml"	2011-04-15	2011-09-01
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL9086953089.xml"	2011-09-01	2012-02-08
5	4	1	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL9086953089.xml"	2012-02-08	2012-05-20
8675	4345	4330	697	489	7	4	197	8	4	0	0	16	681	0	SBML	"MODEL9086953089.xml"	2012-05-20	2012-08-11
17	16	1	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL9086953089.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL9086953089.xml"	2012-12-12	2013-06-18
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL0911989198.xml"	2009-06-16	2009-09-02
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0911989198.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL0911989198.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0911989198.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL0911989198.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL0911989198.xml"	2012-02-08	2012-05-20
821	409	412	49	38	7	4	0	8	4	0	0	16	33	0	SBML	"MODEL0911989198.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL0911989198.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL0911989198.xml"	2012-12-12	2013-06-18
11	9	2	11	9	1	0	1	6	0	0	0	4	2	5	SBML	"BIOMD0000000018.xml"	2005-06-01	2005-07-28
4271	2080	2191	958	326	466	161	5	185	348	0	0	669	29	260	SBML	"BIOMD0000000018.xml"	2005-07-28	2006-01-31
456	230	226	296	119	117	59	1	43	41	0	0	249	46	1	SBML	"BIOMD0000000018.xml"	2006-01-31	2006-06-05
251	152	99	133	66	32	34	1	40	11	0	0	105	23	5	SBML	"BIOMD0000000018.xml"	2006-10-03	2007-01-05
14	8	6	8	5	1	2	0	2	0	0	0	4	2	2	SBML	"BIOMD0000000018.xml"	2007-01-05	2007-06-05
102	51	51	25	1	0	22	2	0	0	0	0	22	1	2	SBML	"BIOMD0000000018.xml"	2007-06-05	2007-09-25
4	2	2	2	0	0	0	2	0	0	0	0	0	0	2	SBML	"BIOMD0000000018.xml"	2007-09-25	2008-03-28
1615	779	836	418	206	209	0	3	103	103	0	0	206	209	3	SBML	"BIOMD0000000018.xml"	2008-03-28	2008-08-21
4955	2479	2476	9	7	0	1	1	3	0	0	0	3	3	3	SBML	"BIOMD0000000018.xml"	2008-08-21	2008-12-03
10	1	9	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000018.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"BIOMD0000000018.xml"	2009-06-16	2009-09-02
7	6	1	9	4	0	4	1	3	0	0	0	7	1	1	SBML	"BIOMD0000000018.xml"	2009-09-02	2010-01-26
4	3	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"BIOMD0000000018.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000018.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000018.xml"	2011-09-01	2012-02-08
18	11	7	32	15	13	2	2	9	6	0	0	12	8	12	SBML	"BIOMD0000000018.xml"	2012-02-08	2012-05-20
4996	2501	2495	435	218	215	2	0	109	109	0	0	216	215	4	SBML	"BIOMD0000000018.xml"	2012-05-20	2012-08-11
876	438	438	338	303	0	34	1	0	0	0	0	34	303	1	SBML	"BIOMD0000000018.xml"	2012-08-11	2012-12-12
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000542.xml"	2014-09-16	2015-04-16
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1108160000.xml"	2012-02-08	2012-05-20
176442	90417	86025	12809	12783	6	4	16	8	3	0	0	16	12793	0	SBML	"MODEL1108160000.xml"	2012-05-20	2012-08-11
15	15	0	12	12	0	0	0	9	0	0	0	9	3	0	SBML	"MODEL1108160000.xml"	2012-08-11	2012-12-12
33	1	32	30	0	28	2	0	0	21	0	0	21	7	2	SBML	"MODEL1108160000.xml"	2012-12-12	2013-06-18
2	1	1	5	1	1	0	3	0	0	0	0	0	1	4	SBML	"MODEL8459127548.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL8459127548.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL8459127548.xml"	2011-09-01	2012-02-08
5	4	1	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL8459127548.xml"	2012-02-08	2012-05-20
1874	959	915	216	203	4	6	3	50	2	0	0	39	164	13	SBML	"MODEL8459127548.xml"	2012-05-20	2012-08-11
48	48	0	66	58	0	8	0	51	0	0	0	40	13	13	SBML	"MODEL8459127548.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL8459127548.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230061.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230061.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230061.xml"	2012-02-08	2012-05-20
762	388	374	45	37	4	4	0	24	2	0	0	23	17	5	SBML	"MODEL1006230061.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230061.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230061.xml"	2012-12-12	2013-06-18
705	562	143	382	327	4	2	49	289	3	0	0	233	139	10	SBML	"BIOMD0000000449.xml"	2013-11-04	2014-04-11
60	30	30	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000449.xml"	2014-09-16	2015-04-16
9	7	2	10	4	0	4	2	3	0	0	0	7	1	2	SBML	"BIOMD0000000227.xml"	2009-09-02	2010-01-26
8	4	4	9	2	2	1	4	0	0	0	0	3	1	5	SBML	"BIOMD0000000227.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000227.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000227.xml"	2011-09-01	2012-02-08
12	10	2	29	15	8	4	2	11	3	0	0	10	6	13	SBML	"BIOMD0000000227.xml"	2012-02-08	2012-05-20
1915	957	958	277	126	124	10	17	64	61	0	0	127	138	12	SBML	"BIOMD0000000227.xml"	2012-05-20	2012-08-11
975	486	489	226	212	5	6	3	0	3	0	0	8	213	5	SBML	"BIOMD0000000227.xml"	2012-08-11	2012-12-12
2765	1384	1381	233	11	7	3	212	5	3	0	0	13	219	1	SBML	"BIOMD0000000227.xml"	2014-04-11	2014-09-16
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000252.xml"	2010-09-30	2011-04-15
40	20	20	13	1	1	8	3	0	0	0	0	8	0	5	SBML	"BIOMD0000000252.xml"	2011-09-01	2012-02-08
10	8	2	26	14	7	4	1	11	3	0	0	10	5	11	SBML	"BIOMD0000000252.xml"	2012-02-08	2012-05-20
701	369	332	100	45	44	11	0	23	25	0	0	50	39	11	SBML	"BIOMD0000000252.xml"	2012-05-20	2012-08-11
29	13	16	19	5	6	6	2	1	4	0	0	10	6	3	SBML	"BIOMD0000000252.xml"	2012-08-11	2012-12-12
449	211	238	29	11	11	3	4	6	6	0	0	17	11	1	SBML	"BIOMD0000000252.xml"	2014-09-16	2015-04-16
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1009230000.xml"	2010-09-30	2011-04-15
45	21	24	12	6	2	2	2	4	1	0	0	6	3	3	SBML	"MODEL1009230000.xml"	2011-09-01	2012-02-08
8	5	3	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1009230000.xml"	2012-02-08	2012-05-20
418	214	204	50	36	10	4	0	8	6	0	0	18	31	1	SBML	"MODEL1009230000.xml"	2012-05-20	2012-08-11
15	15	0	13	12	0	1	0	9	0	0	0	10	3	0	SBML	"MODEL1009230000.xml"	2012-08-11	2012-12-12
88	25	63	129	62	62	3	2	50	40	0	0	61	31	37	SBML	"MODEL1009230000.xml"	2012-12-12	2013-06-18
2027	1013	1014	7	6	0	1	0	3	0	0	0	3	2	2	SBML	"MODEL4665428627.xml"	2008-08-21	2008-12-03
12	1	11	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4665428627.xml"	2008-12-03	2009-03-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	SBML	"MODEL4665428627.xml"	2009-06-16	2009-09-02
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4665428627.xml"	2009-09-02	2010-01-26
130	65	65	81	14	1	0	66	0	0	0	0	0	76	5	SBML	"MODEL4665428627.xml"	2010-04-27	2010-09-30
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4665428627.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL4665428627.xml"	2011-09-01	2012-02-08
5	4	1	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL4665428627.xml"	2012-02-08	2012-05-20
2099	1068	1031	364	354	5	5	0	37	2	0	0	31	324	9	SBML	"MODEL4665428627.xml"	2012-05-20	2012-08-11
38	38	0	51	44	0	7	0	38	0	0	0	32	10	9	SBML	"MODEL4665428627.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL4665428627.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL2427095802.xml"	2007-09-25	2008-03-28
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230120.xml"	2010-09-30	2011-04-15
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"MODEL1006230120.xml"	2011-09-01	2012-02-08
6	4	2	21	10	7	4	0	8	3	0	0	7	4	10	SBML	"MODEL1006230120.xml"	2012-02-08	2012-05-20
796	405	391	55	46	5	4	0	24	2	0	0	23	27	5	SBML	"MODEL1006230120.xml"	2012-05-20	2012-08-11
28	28	0	36	30	0	6	0	25	0	0	0	24	7	5	SBML	"MODEL1006230120.xml"	2012-08-11	2012-12-12
27	1	26	20	0	20	0	0	0	15	0	0	15	5	0	SBML	"MODEL1006230120.xml"	2012-12-12	2013-06-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	SBML	"BIOMD0000000336.xml"	2011-09-01	2012-02-08
18	15	3	30	18	7	4	1	14	3	0	0	13	6	11	SBML	"BIOMD0000000336.xml"	2012-02-08	2012-05-20
1704	851	853	160	73	72	9	6	37	39	0	0	76	73	11	SBML	"BIOMD0000000336.xml"	2012-05-20	2012-08-11
227	112	115	102	91	6	4	1	1	4	0	0	8	92	2	SBML	"BIOMD0000000336.xml"	2012-08-11	2012-12-12
824	440	384	206	75	39	2	90	61	22	0	0	50	118	38	SBML	"BIOMD0000000336.xml"	2014-04-11	2014-09-16
1504	757	747	19	11	3	4	1	5	1	0	0	14	4	1	SBML	"BIOMD0000000488.xml"	2013-11-04	2014-04-11
